# location,geometry
Cameroon,{{{13.0758 2.2671} {12.9513 2.32162} {12.3594 2.19281} {11.7517 2.32676} {11.2764 2.26105} {9.64916 2.28387} {9.7952 3.0734} {9.40437 3.73453} {8.94812 3.90413} {8.74492 4.35222} {8.48882 4.49562} {8.50029 4.77198} {8.75753 5.47967} {9.23316 6.44449} {9.52271 6.45348} {10.1183 7.03877} {10.4974 7.05536} {11.0588 6.64443} {11.7458 6.98138} {11.8393 7.39704} {12.0639 7.79981} {12.2189 8.30582} {12.7537 8.71776} {12.9555 9.41777} {13.1676 9.64063} {13.3087 10.1604} {13.5729 10.7986} {14.4154 11.5724} {14.4682 11.9048} {14.5772 12.0854} {14.1813 12.4837} {14.2135 12.802} {14.4958 12.8594} {14.8934 12.219} {14.9602 11.5556} {14.9236 10.8913} {15.4679 9.98234} {14.9094 9.99213} {14.6272 9.92092} {14.1715 10.0214} {13.9542 9.54949} {14.5445 8.96586} {14.98 8.7961} {15.1209 8.38215} {15.4361 7.69281} {15.2795 7.42192} {14.7765 6.4085} {14.5366 6.22696} {14.4594 5.45176} {14.5589 5.0306} {14.4784 4.73261} {14.951 4.21039} {15.0362 3.85137} {15.4054 3.3353} {15.8627 3.01354} {15.9074 2.55739} {16.0129 2.26764} {15.9409 1.72767} {15.1463 1.96401} {14.3378 2.22787} {13.0758 2.2671}}}
Dem. Rep. Congo,{{{30.8339 3.50917} {30.7733 2.33988} {31.1741 2.20447} {30.8527 1.8494} {30.4685 1.58381} {30.0862 1.06231} {29.8758 0.59738} {29.8195 -0.20531} {29.5878 -0.587406} {29.5795 -1.34131} {29.2919 -1.62006} {29.2548 -2.21511} {29.1175 -2.29221} {29.0249 -2.83926} {29.2764 -3.29391} {29.34 -4.49998} {29.52 -5.41998} {29.42 -5.94} {29.62 -6.52002} {30.2 -7.07998} {30.74 -8.34001} {30.3461 -8.23826} {29.0029 -8.40703} {28.7349 -8.52656} {28.4499 -9.16492} {28.6737 -9.60592} {28.4961 -10.7899} {28.3723 -11.7936} {28.6424 -11.9716} {29.3415 -12.3607} {29.616 -12.1789} {29.6996 -13.2572} {28.9343 -13.249} {28.5236 -12.6986} {28.1551 -12.2725} {27.3888 -12.1327} {27.1644 -11.6087} {26.5531 -11.9244} {25.7523 -11.785} {25.4181 -11.3309} {24.7832 -11.2387} {24.3145 -11.2628} {24.2572 -10.952} {23.9122 -10.9268} {23.4568 -10.8679} {22.8373 -11.0176} {22.4028 -10.9931} {22.1553 -11.0848} {22.2088 -9.8948} {21.8752 -9.52371} {21.8018 -8.90871} {21.9491 -8.3059} {21.7465 -7.92008} {21.7281 -7.29087} {20.5147 -7.29961} {20.6018 -6.93932} {20.0916 -6.94309} {20.0377 -7.11636} {19.4175 -7.15543} {19.1666 -7.73818} {19.0168 -7.98825} {18.4642 -7.84701} {18.1342 -7.98768} {17.473 -8.06855} {17.09 -7.54569} {16.8602 -7.2223} {16.5732 -6.62264} {16.3265 -5.87747} {13.3756 -5.86424} {13.0249 -5.98439} {12.7352 -5.96568} {12.3224 -6.10009} {12.1823 -5.78993} {12.4367 -5.6843} {12.468 -5.24836} {12.6316 -4.99127} {12.9955 -4.7811} {13.2582 -4.88296} {13.6002 -4.50014} {14.145 -4.51001} {14.209 -4.79309} {14.5826 -4.97024} {15.171 -4.34351} {15.7535 -3.85516} {16.0063 -3.53513} {15.9728 -2.71239} {16.4071 -1.74093} {16.8653 -1.22582} {17.5237 -0.74383} {17.6386 -0.424832} {17.6636 -0.058084} {17.8265 0.288923} {17.7742 0.855659} {17.8988 1.74183} {18.0943 2.36572} {18.3938 2.90044} {18.4531 3.50439} {18.543 4.20179} {18.9323 4.70951} {19.4678 5.03153} {20.2907 4.69168} {20.9276 4.32279} {21.6591 4.22434} {22.4051 4.02916} {22.7041 4.63305} {22.8415 4.71013} {23.2972 4.60969} {24.4105 5.10878} {24.805 4.89725} {25.1288 4.92724} {25.2788 5.17041} {25.6505 5.25609} {26.4028 5.15087} {27.0441 5.12785} {27.3742 5.23394} {27.98 4.40841} {28.429 4.28715} {28.6967 4.45508} {29.1591 4.38927} {29.716 4.6008} {29.9535 4.1737} {30.8339 3.50917}}}
Congo,{{{12.9955 -4.7811} {12.6208 -4.43802} {12.3186 -4.60623} {11.915 -5.03799} {11.0938 -3.97883} {11.8551 -3.42687} {11.478 -2.76562} {11.821 -2.51416} {12.4957 -2.39169} {12.5753 -1.94851} {13.1096 -2.42874} {13.9924 -2.4708} {14.2992 -1.99828} {14.4255 -1.33341} {14.3164 -0.552627} {13.8433 0.0387576} {14.2763 1.19693} {14.0267 1.39568} {13.2826 1.31418} {13.0031 1.8309} {13.0758 2.2671} {14.3378 2.22787} {15.1463 1.96401} {15.9409 1.72767} {16.0129 2.26764} {16.5371 3.19825} {17.133 3.7282} {17.8099 3.5602} {18.4531 3.50439} {18.3938 2.90044} {18.0943 2.36572} {17.8988 1.74183} {17.7742 0.855659} {17.8265 0.288923} {17.6636 -0.058084} {17.6386 -0.424832} {17.5237 -0.74383} {16.8653 -1.22582} {16.4071 -1.74093} {15.9728 -2.71239} {16.0063 -3.53513} {15.7535 -3.85516} {15.171 -4.34351} {14.5826 -4.97024} {14.209 -4.79309} {14.145 -4.51001} {13.6002 -4.50014} {13.2582 -4.88296} {12.9955 -4.7811}}}
Djibouti,{{{43.0812 12.6996} {43.3179 12.3901} {43.2864 11.9749} {42.7159 11.7356} {43.1453 11.462} {42.7769 10.9269} {42.5549 11.1051} {42.3141 11.0342} {41.7556 11.0509} {41.7396 11.3551} {41.6618 11.6312} {42 12.1} {42.3516 12.5422} {42.7796 12.4554} {43.0812 12.6996}}}
Algeria,{{{11.9995 23.4717} {8.57289 21.5657} {5.67757 19.6012} {4.26742 19.1553} {3.15813 19.0574} {3.14666 19.6936} {2.68359 19.8562} {2.06099 20.1422} {1.82323 20.6108} {-1.55005 22.7927} {-4.92334 24.9746} {-8.6844 27.3957} {-8.66512 27.5895} {-8.66559 27.6564} {-8.67412 28.8413} {-7.05923 29.5792} {-6.06063 29.7317} {-5.24213 30.0004} {-4.85965 30.5012} {-3.69044 30.897} {-3.6475 31.6373} {-3.06898 31.7245} {-2.6166 32.0943} {-1.3079 32.2629} {-1.12455 32.6515} {-1.38805 32.864} {-1.73345 33.9197} {-1.79299 34.5279} {-2.16991 35.1684} {-1.2086 35.7148} {-0.127454 35.8887} {0.503877 36.3013} {1.46692 36.6056} {3.1617 36.7839} {4.81576 36.865} {5.32012 36.7165} {6.26182 37.1107} {7.33038 37.1184} {7.73708 36.8857} {8.42096 36.9464} {8.21782 36.4332} {8.37637 35.4799} {8.14098 34.6551} {7.52448 34.0974} {7.61264 33.3441} {8.43047 32.7483} {8.4391 32.5063} {9.0556 32.1027} {9.48214 30.3076} {9.80563 29.4246} {9.86 28.96} {9.68388 28.1442} {9.75613 27.6883} {9.62906 27.141} {9.71629 26.5122} {9.31941 26.0943} {9.91069 25.3655} {9.94826 24.937} {10.3038 24.3793} {10.7714 24.5625} {11.5607 24.0979} {11.9995 23.4717}}}
Egypt,{{{34.9226 29.5013} {34.6417 29.0994} {34.4265 28.344} {34.1545 27.8233} {33.9214 27.6487} {33.5881 27.9714} {33.1368 28.4176} {32.4232 29.8511} {32.3205 29.7604} {32.7348 28.7052} {33.3488 27.6999} {34.1046 26.1423} {34.4739 25.5986} {34.7951 25.0338} {35.6924 23.9267} {35.4937 23.7524} {35.526 23.1024} {36.6907 22.2049} {36.8662 22} {32.9 22} {29.02 22} {25 22} {25 25.6825} {25 29.2387} {24.7001 30.0442} {24.9576 30.6616} {24.8029 31.0893} {25.1648 31.5692} {26.4953 31.5857} {27.4576 31.3213} {28.4505 31.0258} {28.9135 30.87} {29.6834 31.1869} {30.095 31.4734} {30.9769 31.5559} {31.688 31.4296} {31.9604 30.9336} {32.1925 31.2603} {32.9939 31.0241} {33.7734 30.9675} {34.2654 31.2194} {34.9226 29.5013}}}
Eritrea,{{{42.3516 12.5422} {42.0097 12.8658} {41.5986 13.4521} {41.1552 13.7733} {40.8966 14.1186} {40.0262 14.5196} {39.3406 14.5315} {39.0994 14.7406} {38.5129 14.5055} {37.9061 14.9594} {37.5938 14.2131} {36.4295 14.4221} {36.3232 14.8225} {36.7539 16.2919} {36.8525 16.9566} {37.1675 17.2631} {37.904 17.4275} {38.4101 17.9983} {38.9906 16.8406} {39.2661 15.9227} {39.8143 15.4356} {41.1793 14.4911} {41.735 13.921} {42.2768 13.344} {42.5896 13.0004} {43.0812 12.6996} {42.7796 12.4554} {42.3516 12.5422}}}
Ethiopia,{{{37.9061 14.9594} {38.5129 14.5055} {39.0994 14.7406} {39.3406 14.5315} {40.0263 14.5196} {40.8966 14.1186} {41.1552 13.7733} {41.5986 13.4521} {42.0097 12.8658} {42.3516 12.5422} {42 12.1} {41.6618 11.6312} {41.7396 11.3551} {41.7556 11.0509} {42.3141 11.0342} {42.5549 11.1051} {42.7769 10.9269} {42.5588 10.5726} {42.9281 10.0219} {43.297 9.54048} {43.6788 9.18358} {46.9483 7.99688} {47.7894 8.003} {44.9636 5.00162} {43.6609 4.95755} {42.7697 4.25259} {42.1286 4.23413} {41.8551 3.91891} {41.1718 3.91909} {40.7685 4.25702} {39.8549 3.83879} {39.5594 3.42206} {38.8925 3.50074} {38.6711 3.61607} {38.437 3.58851} {38.1209 3.59861} {36.8551 4.44786} {36.1591 4.44786} {35.8174 4.77697} {35.8174 5.33823} {35.298 5.506} {34.707 6.59422} {34.2503 6.82607} {34.0751 7.22595} {33.5683 7.71334} {32.9542 7.78497} {33.2948 8.35458} {33.8255 8.37916} {33.975 8.68456} {33.9616 9.58358} {34.2574 10.6301} {34.7312 10.9102} {34.8316 11.319} {35.2605 12.0829} {35.8636 12.5783} {36.2702 13.5633} {36.4295 14.4221} {37.5938 14.2131} {37.9061 14.9594}}}
Gabon,{{{11.0938 -3.97883} {10.0661 -2.96948} {9.40525 -2.14431} {8.798 -1.1113} {8.83009 -0.779074} {9.04842 -0.459351} {9.29135 0.268666} {9.49289 1.01012} {9.83028 1.06789} {11.2851 1.05766} {11.2764 2.26105} {11.7517 2.32676} {12.3594 2.19281} {12.9513 2.32162} {13.0758 2.2671} {13.0031 1.8309} {13.2826 1.31418} {14.0267 1.39568} {14.2763 1.19693} {13.8433 0.0387576} {14.3164 -0.552627} {14.4255 -1.33341} {14.2992 -1.99828} {13.9924 -2.4708} {13.1096 -2.42874} {12.5753 -1.94851} {12.4957 -2.39169} {11.821 -2.51416} {11.478 -2.76562} {11.8551 -3.42687} {11.0938 -3.97883}}}
Ghana,{{{1.06012 5.92884} {-0.507638 5.34347} {-1.06362 5.00055} {-1.96471 4.71046} {-2.85613 4.99448} {-2.8107 5.38905} {-3.24437 6.25047} {-2.98358 7.3797} {-2.56219 8.21963} {-2.8275 9.64246} {-2.9639 10.3953} {-2.94041 10.9627} {-1.20336 11.0098} {-0.761576 10.9369} {-0.438702 11.0983} {0.0238025 11.0187} {-0.0497847 10.7069} {0.36758 10.1912} {0.365901 9.465} {0.461192 8.67722} {0.712029 8.31246} {0.490957 7.41174} {0.570384 6.91436} {0.836931 6.27998} {1.06012 5.92884}}}
Guinea,{{{-8.4393 7.68604} {-8.72212 7.71167} {-8.92606 7.30904} {-9.20879 7.31392} {-9.40335 7.52691} {-9.33728 7.92853} {-9.75534 8.54106} {-10.0166 8.4285} {-10.2301 8.40621} {-10.5055 8.3489} {-10.4943 8.71554} {-10.6548 8.97718} {-10.6224 9.26791} {-10.8392 9.68825} {-11.1175 10.0459} {-11.9173 10.047} {-12.1503 9.85857} {-12.4259 9.83583} {-12.5967 9.62019} {-12.712 9.34271} {-13.2466 8.90305} {-13.6852 9.49474} {-14.074 9.88617} {-14.3301 10.0157} {-14.5797 10.2145} {-14.6932 10.6563} {-14.8396 10.8766} {-15.1303 11.0404} {-14.6857 11.5278} {-14.3822 11.5093} {-14.1214 11.6771} {-13.9008 11.6787} {-13.7432 11.8113} {-13.8283 12.1426} {-13.7187 12.2472} {-13.7005 12.5862} {-13.2178 12.5759} {-12.4991 12.3321} {-12.2786 12.3544} {-12.2036 12.4656} {-11.6583 12.3866} {-11.5139 12.443} {-11.4562 12.0768} {-11.2976 12.078} {-11.0366 12.2112} {-10.8708 12.1779} {-10.5932 11.924} {-10.1652 11.8441} {-9.89099 12.0605} {-9.56791 12.1942} {-9.32762 12.3343} {-9.12747 12.3081} {-8.90526 12.0884} {-8.7861 11.8126} {-8.3763 11.3936} {-8.58131 11.1362} {-8.62032 10.8109} {-8.40731 10.9093} {-8.28236 10.7926} {-8.33538 10.4948} {-8.02994 10.2065} {-8.22934 10.129} {-8.30962 9.78953} {-8.07911 9.37622} {-7.8321 8.5757} {-8.2035 8.45545} {-8.29905 8.31644} {-8.22179 8.12333} {-8.2807 7.68718} {-8.4393 7.68604}}}
Gambia,{{{-16.8415 13.1514} {-16.7137 13.595} {-15.6246 13.6236} {-15.3988 13.8604} {-15.0817 13.8765} {-14.687 13.6304} {-14.3767 13.6257} {-14.047 13.7941} {-13.845 13.505} {-14.2777 13.2806} {-14.7122 13.2982} {-15.1412 13.5095} {-15.5118 13.2786} {-15.691 13.2704} {-15.9313 13.1303} {-16.8415 13.1514}}}
Guinea-Bissau,{{{-15.1303 11.0404} {-15.6642 11.4585} {-16.0852 11.5246} {-16.3148 11.8065} {-16.3089 11.9587} {-16.6138 12.1709} {-16.6775 12.3849} {-16.1477 12.5478} {-15.8166 12.5156} {-15.5485 12.6282} {-13.7005 12.5862} {-13.7187 12.2472} {-13.8283 12.1426} {-13.7432 11.8113} {-13.9008 11.6787} {-14.1214 11.6771} {-14.3822 11.5093} {-14.6857 11.5278} {-15.1303 11.0404}}}
Eq. Guinea,{{{9.49289 1.01012} {9.30561 1.16091} {9.64916 2.28387} {11.2764 2.26105} {11.2851 1.05766} {9.83028 1.06789} {9.49289 1.01012}}}
Kenya,{{{40.993 -0.85829} {41.5851 -1.68325} {40.8848 -2.08255} {40.6379 -2.49979} {40.263 -2.57309} {40.1212 -3.27768} {39.8001 -3.68116} {39.6049 -4.34653} {39.2022 -4.67677} {37.7669 -3.67712} {37.6987 -3.09699} {34.0726 -1.05982} {33.9037 -0.95} {33.8936 0.109814} {34.18 0.515} {34.6721 1.17694} {35.036 1.90584} {34.5961 3.05374} {34.4791 3.5556} {34.005 4.24988} {34.6202 4.84712} {35.298 5.506} {35.8174 5.33823} {35.8174 4.77697} {36.1591 4.44786} {36.8551 4.44786} {38.1209 3.59861} {38.437 3.58851} {38.6711 3.61607} {38.8925 3.50074} {39.5594 3.42206} {39.8549 3.83879} {40.7685 4.25702} {41.1718 3.91909} {41.8551 3.91891} {40.9811 2.78452} {40.993 -0.85829}}}
Liberia,{{{-7.71216 4.36457} {-7.97411 4.35576} {-9.00479 4.83242} {-9.91342 5.59356} {-10.7654 6.14071} {-11.4388 6.78592} {-11.1998 7.10585} {-11.1467 7.39671} {-10.6956 7.93946} {-10.2301 8.40621} {-10.0166 8.4285} {-9.75534 8.54106} {-9.33728 7.92853} {-9.40335 7.52691} {-9.20879 7.31392} {-8.92606 7.30904} {-8.72212 7.71167} {-8.4393 7.68604} {-8.48545 7.39521} {-8.38545 6.9118} {-8.60288 6.46756} {-8.31135 6.19303} {-7.99369 6.12619} {-7.57015 5.70735} {-7.53972 5.31335} {-7.63537 5.18816} {-7.71216 4.36457}}}
Libya,{{{14.8513 22.863} {14.1439 22.4913} {13.5814 23.0405} {11.9995 23.4717} {11.5607 24.0979} {10.7714 24.5625} {10.3038 24.3793} {9.94826 24.937} {9.91069 25.3655} {9.31941 26.0943} {9.71629 26.5122} {9.62906 27.141} {9.75613 27.6883} {9.68388 28.1442} {9.86 28.96} {9.80563 29.4246} {9.48214 30.3076} {9.97002 30.5393} {10.0566 30.9618} {9.95023 31.3761} {10.6369 31.7614} {10.9448 32.0818} {11.4323 32.3689} {11.4888 33.137} {12.6633 32.7928} {13.0833 32.8788} {13.9187 32.712} {15.2456 32.2651} {15.7139 31.3763} {16.6116 31.1822} {18.0211 30.7636} {19.0864 30.2664} {19.574 30.5258} {20.0533 30.9858} {19.8203 31.7518} {20.134 32.2382} {20.8545 32.7068} {21.543 32.8432} {22.8958 32.6386} {23.2368 32.1915} {23.6091 32.1873} {23.9275 32.0167} {24.9211 31.8994} {25.1648 31.5692} {24.8029 31.0893} {24.9576 30.6616} {24.7001 30.0442} {25 29.2387} {25 25.6825} {25 22} {25 20.003} {23.85 20} {23.8377 19.5805} {19.8493 21.4951} {15.8608 23.4097} {14.8513 22.863}}}
Lesotho,{{{28.9783 -28.9556} {29.3252 -29.2574} {29.0184 -29.7438} {28.8484 -30.0701} {28.2911 -30.2262} {28.1072 -30.5457} {27.7494 -30.6451} {26.9993 -29.876} {27.5325 -29.2427} {28.0743 -28.8515} {28.5417 -28.6475} {28.9783 -28.9556}}}
Morocco,{{{-5.19386 35.7552} {-4.59101 35.3307} {-3.64006 35.3999} {-2.60431 35.1791} {-2.16991 35.1684} {-1.79299 34.5279} {-1.73345 33.9197} {-1.38805 32.864} {-1.12455 32.6515} {-1.3079 32.2629} {-2.6166 32.0943} {-3.06898 31.7245} {-3.6475 31.6373} {-3.69044 30.897} {-4.85965 30.5012} {-5.24213 30.0004} {-6.06063 29.7317} {-7.05923 29.5792} {-8.67412 28.8413} {-8.66559 27.6564} {-8.81781 27.6564} {-8.81783 27.6564} {-8.79488 27.1207} {-9.41304 27.0885} {-9.73534 26.8609} {-10.1894 26.8609} {-10.5513 26.9908} {-11.3926 26.8834} {-11.7182 26.1041} {-12.0308 26.0309} {-12.501 24.7701} {-13.8911 23.691} {-14.2212 22.3102} {-14.6308 21.8609} {-14.751 21.5006} {-17.003 21.4207} {-17.0204 21.4223} {-16.9732 21.8857} {-16.5891 22.1582} {-16.2619 22.6793} {-16.3264 23.0178} {-15.9826 23.7234} {-15.426 24.3591} {-15.0893 24.5203} {-14.8246 25.1035} {-14.8009 25.6363} {-14.4399 26.2544} {-13.7738 26.6189} {-13.1399 27.6401} {-13.1216 27.6541} {-12.6188 28.0382} {-11.6889 28.1486} {-10.901 28.8321} {-10.3996 29.0986} {-9.56481 29.9336} {-9.81472 31.1777} {-9.43479 32.0381} {-9.30069 32.5647} {-8.65748 33.2402} {-7.65418 33.6971} {-6.91254 34.1105} {-6.24434 35.1459} {-5.92999 35.76} {-5.19386 35.7552}}}
Madagascar,{{{49.5435 -12.4698} {49.809 -12.8953} {50.0565 -13.5558} {50.2174 -14.7588} {50.4765 -15.2265} {50.3771 -15.7061} {50.2003 -16.0003} {49.8606 -15.4143} {49.6726 -15.7102} {49.8633 -16.451} {49.7746 -16.875} {49.4986 -17.106} {49.4356 -17.9531} {49.0418 -19.1188} {48.5485 -20.4969} {47.9307 -22.3915} {47.5477 -23.782} {47.0958 -24.9416} {46.2825 -25.1785} {45.4095 -25.6014} {44.8336 -25.3461} {44.0397 -24.9883} {43.7638 -24.4607} {43.6978 -23.5741} {43.3457 -22.7769} {43.2542 -22.0574} {43.4333 -21.3365} {43.8937 -21.1633} {43.8964 -20.8305} {44.3743 -20.0724} {44.4644 -19.4355} {44.2324 -18.962} {44.043 -18.3314} {43.9631 -17.4099} {44.3125 -16.8505} {44.4465 -16.2162} {44.9449 -16.1794} {45.5027 -15.9744} {45.873 -15.7935} {46.3122 -15.78} {46.8822 -15.2102} {47.7051 -14.5943} {48.0052 -14.0912} {47.869 -13.6639} {48.2938 -13.7841} {48.8451 -13.0892} {48.8635 -12.4879} {49.1947 -12.0406} {49.5435 -12.4698}}}
Mali,{{{-12.1708 14.6168} {-11.8342 14.7991} {-11.6661 15.3882} {-11.3491 15.4113} {-10.6508 15.1327} {-10.0868 15.3305} {-9.70026 15.2641} {-9.55024 15.4865} {-5.53774 15.5017} {-5.31528 16.2019} {-5.48852 16.3251} {-5.97113 20.6408} {-6.45379 24.9566} {-4.92334 24.9746} {-1.55005 22.7927} {1.82323 20.6108} {2.06099 20.1422} {2.68359 19.8562} {3.14666 19.6936} {3.15813 19.0574} {4.26742 19.1553} {4.27021 16.8522} {3.72342 16.1843} {3.63826 15.5681} {2.74999 15.4095} {1.38553 15.3236} {1.01578 14.9682} {0.374892 14.9289} {-0.266257 14.9243} {-0.515854 15.1162} {-1.06636 14.9738} {-2.00104 14.559} {-2.19182 14.2464} {-2.96769 13.7982} {-3.10371 13.5413} {-3.5228 13.3377} {-4.00639 13.4725} {-4.28041 13.2284} {-4.42717 12.5426} {-5.22094 11.7139} {-5.19784 11.3751} {-5.47056 10.9513} {-5.40434 10.3707} {-5.81693 10.2226} {-6.05045 10.0964} {-6.20522 10.5241} {-6.49397 10.4113} {-6.66646 10.4308} {-6.85051 10.139} {-7.62276 10.1472} {-7.89959 10.2974} {-8.02994 10.2065} {-8.33538 10.4948} {-8.28236 10.7926} {-8.40731 10.9093} {-8.62032 10.8109} {-8.58131 11.1362} {-8.3763 11.3936} {-8.7861 11.8126} {-8.90526 12.0884} {-9.12747 12.3081} {-9.32762 12.3343} {-9.56791 12.1942} {-9.89099 12.0605} {-10.1652 11.8441} {-10.5932 11.924} {-10.8708 12.1779} {-11.0366 12.2112} {-11.2976 12.078} {-11.4562 12.0768} {-11.5139 12.443} {-11.4679 12.7545} {-11.5534 13.1412} {-11.9277 13.4221} {-12.1249 13.9947} {-12.1708 14.6168}}}
Mozambique,{{{34.56 -11.52} {35.3124 -11.4391} {36.5141 -11.7209} {36.7752 -11.5945} {37.4713 -11.5688} {37.8276 -11.2688} {38.4276 -11.2852} {39.521 -10.8969} {40.3166 -10.3171} {40.4784 -10.7654} {40.4373 -11.7617} {40.5608 -12.6392} {40.5996 -14.202} {40.7755 -14.6918} {40.4773 -15.4063} {40.0893 -16.1008} {39.4526 -16.7209} {38.5384 -17.101} {37.4111 -17.5864} {36.2813 -18.6597} {35.8965 -18.8423} {35.1984 -19.5528} {34.7864 -19.784} {34.7019 -20.497} {35.1761 -21.2544} {35.3734 -21.8408} {35.3858 -22.14} {35.5625 -22.09} {35.5339 -23.0708} {35.3718 -23.5354} {35.6075 -23.7066} {35.4587 -24.1226} {35.0407 -24.4784} {34.2158 -24.8163} {33.0132 -25.3576} {32.5746 -25.7273} {32.6604 -26.1486} {32.916 -26.2159} {32.8301 -26.7422} {32.0717 -26.7338} {31.9858 -26.2918} {31.8378 -25.8433} {31.7524 -25.4843} {31.9306 -24.3694} {31.6704 -23.659} {31.1914 -22.2515} {32.245 -21.1165} {32.5087 -20.3953} {32.6597 -20.3043} {32.7727 -19.7156} {32.612 -19.4194} {32.6549 -18.6721} {32.8499 -17.9791} {32.8476 -16.7134} {32.3282 -16.3921} {31.852 -16.3194} {31.6365 -16.072} {31.1731 -15.8609} {30.339 -15.8808} {30.2743 -15.5078} {30.1795 -14.7961} {33.214 -13.9719} {33.7897 -14.4518} {34.0648 -14.36} {34.4596 -14.613} {34.5177 -15.0137} {34.3073 -15.4786} {34.3813 -16.1836} {35.0338 -16.8013} {35.3391 -16.1074} {35.7719 -15.8969} {35.6868 -14.611} {35.268 -13.8878} {34.9072 -13.5654} {34.56 -13.58} {34.28 -12.28} {34.56 -11.52}}}
Mauritania,{{{-12.1708 14.6168} {-12.8307 15.3037} {-13.4357 16.0394} {-14.0995 16.3043} {-14.5773 16.5983} {-15.1357 16.5873} {-15.6237 16.3693} {-16.1207 16.4557} {-16.4631 16.135} {-16.5497 16.6739} {-16.2706 17.167} {-16.1463 18.1085} {-16.2569 19.0967} {-16.3777 19.5938} {-16.2778 20.0925} {-16.5363 20.5679} {-17.0634 20.9998} {-16.8452 21.3333} {-12.9291 21.3271} {-13.1188 22.7712} {-12.8742 23.2848} {-11.9372 23.3746} {-11.9694 25.9334} {-8.68729 25.8811} {-8.6844 27.3957} {-4.92334 24.9746} {-6.45379 24.9566} {-5.97113 20.6408} {-5.48852 16.3251} {-5.31528 16.2019} {-5.53774 15.5017} {-9.55024 15.4865} {-9.70026 15.2641} {-10.0868 15.3305} {-10.6508 15.1327} {-11.3491 15.4113} {-11.6661 15.3882} {-11.8342 14.7991} {-12.1708 14.6168}}}
Malawi,{{{34.56 -11.52} {34.28 -12.28} {34.56 -13.58} {34.9072 -13.5654} {35.268 -13.8878} {35.6868 -14.611} {35.7719 -15.8969} {35.3391 -16.1074} {35.0338 -16.8013} {34.3813 -16.1836} {34.3073 -15.4786} {34.5177 -15.0137} {34.4596 -14.613} {34.0648 -14.36} {33.7897 -14.4518} {33.214 -13.9719} {32.6882 -13.7129} {32.9918 -12.7839} {33.3064 -12.4358} {33.1143 -11.6072} {33.3153 -10.7965} {33.4857 -10.5256} {33.2314 -9.67672} {32.7594 -9.2306} {33.7397 -9.41715} {33.9408 -9.69367} {34.28 -10.16} {34.56 -11.52}}}
Namibia,{{{16.345 -28.5767} {15.6018 -27.8212} {15.2105 -27.091} {14.9897 -26.1174} {14.7432 -25.3929} {14.4081 -23.853} {14.3857 -22.6567} {14.2577 -22.1112} {13.8686 -21.699} {13.3525 -20.8728} {12.8268 -19.6732} {12.6086 -19.0453} {11.7949 -18.0691} {11.7342 -17.3019} {12.2155 -17.1117} {12.8141 -16.9413} {13.4624 -16.9712} {14.0585 -17.4234} {14.2097 -17.3531} {18.2633 -17.31} {18.9562 -17.7891} {21.3772 -17.9306} {23.215 -17.5231} {24.0339 -17.2958} {24.6823 -17.3534} {25.077 -17.5788} {25.0844 -17.6618} {24.5207 -17.8871} {24.2174 -17.8893} {23.579 -18.2813} {23.1969 -17.869} {21.655 -18.2191} {20.9106 -18.2522} {20.8811 -21.8143} {19.8955 -21.8492} {19.8958 -24.7678} {19.8947 -28.4611} {19.0021 -28.9724} {18.4649 -29.0455} {17.8362 -28.8564} {17.3875 -28.7835} {17.2189 -28.3559} {16.824 -28.0822} {16.345 -28.5767}}}
Niger,{{{2.15447 11.9402} {2.17711 12.625} {1.0241 12.8518} {0.993046 13.3357} {0.429928 13.9887} {0.295646 14.4442} {0.374892 14.9289} {1.01578 14.9682} {1.38553 15.3236} {2.74999 15.4095} {3.63826 15.5681} {3.72342 16.1843} {4.27021 16.8522} {4.26742 19.1553} {5.67757 19.6012} {8.57289 21.5657} {11.9995 23.4717} {13.5814 23.0405} {14.1439 22.4913} {14.8513 22.863} {15.0969 21.3085} {15.4711 21.0485} {15.4871 20.7304} {15.9032 20.3876} {15.6857 19.9572} {15.3004 17.9279} {15.2477 16.6273} {13.9722 15.6844} {13.5404 14.3671} {13.9567 13.9967} {13.9545 13.3534} {14.5958 13.3304} {14.4958 12.8594} {14.2135 12.802} {14.1813 12.4837} {13.9954 12.4616} {13.3187 13.5564} {13.084 13.5961} {12.3021 13.0372} {11.5278 13.329} {10.9896 13.3873} {10.701 13.2469} {10.1148 13.2773} {9.52493 12.8511} {9.01493 12.8267} {7.80467 13.3435} {7.33075 13.098} {6.82044 13.1151} {6.44543 13.4928} {5.44306 13.8659} {4.36834 13.7475} {4.10795 13.5312} {3.96728 12.9561} {3.68063 12.5529} {3.61118 11.6602} {2.84864 12.2356} {2.49016 12.2331} {2.15447 11.9402}}}
