Id,X,Y,Z,A,B,Group,D,E,F,G,H
9864,0.1381,-0.3592,0.8834,0.78,1,A,1,0,0,0,0.55
9865,0.1392,-0.3235,0.9572,0.92,1,A,1,0,0,0,0.52
9866,0.1375,-0.2986,1.0353,1.06,1,A,1,0,0,0,0.48
9867,0.1399,-0.2628,1.0709,1.15,1,A,1,0,0,0,0.46
9868,0.1413,-0.2461,1.1338,1.3,1,A,1,0,0,0,0.43
9869,0.1377,-0.2041,1.0799,1.17,1,A,1,0,0,0,0.45
9870,0.1354,-0.1823,1.1176,1.25,1,A,1,0,0,0,0.44
9871,0.1355,-0.1439,1.2149,1.48,1,A,1,0,0,0,0.39
9872,0.136,-0.1191,1.2589,1.6,1,A,1,0,0,0,0.36
9873,0.1396,-0.0815,1.3523,1.82,1,A,1,0,0,0,0.32
9874,0.1382,-0.0649,1.3507,1.83,1,A,1,0,0,0,0.32
9875,0.1358,-0.0248,1.3858,1.91,1,A,1,0,0,0,0.3
9876,0.1366,-0.0028,1.435,2.07,1,A,1,0,0,0,0.28
9877,0.1357,0.0416,1.5633,2.43,1,A,1,0,0,0,0.21
9878,0.1337,0.0571,1.601,2.57,1,A,1,0,0,0,0.19
9879,0.1426,0.1103,1.4618,2.13,1,A,1,0,0,0,0.26
9880,0.1333,0.1249,1.3655,1.87,1,A,1,0,0,0,0.31
9881,0.1427,0.1665,1.2644,1.59,1,A,1,0,0,0,0.36
9882,0.1341,0.1858,1.1754,1.38,1,A,1,0,0,0,0.41
9883,0.1426,0.238,0.9955,0.99,1,A,1,0,0,0,0.5
9884,0.1408,0.2544,1.0211,1.04,1,A,1,0,0,0,0.48
9885,0.1411,0.3031,1.0433,1.08,1,A,1,0,0,0,0.47
9886,0.1382,0.3157,1.0502,1.1,1,A,1,0,0,0,0.47
9887,0.141,0.355,0.9868,0.98,1,A,1,0,0,0,0.5
9888,0.1374,0.3747,1.0034,1,1,A,1,0,0,0,0.49
9889,0.1331,0.4191,1.0927,1.2,1,A,1,0,0,0,0.45
9890,0.1356,0.4431,1.1486,1.32,1,A,1,0,0,0,0.42
9891,0.1425,0.4742,1.1234,1.25,1,A,1,0,0,0,0.43
9892,0.1379,0.499,1.0656,1.14,1,A,1,0,0,0,0.46
9893,0.1387,0.5407,0.9913,0.99,1,A,1,0,0,0,0.5
9894,0.1379,0.5662,0.9402,0.88,1,A,1,0,0,0,0.52
9895,0.1347,0.6152,0.8444,0.71,1,A,1,0,0,0,0.57
9896,0.1348,0.641,0.8024,0.65,1,A,1,0,0,0,0.59
9897,0.1351,0.8218,0.156,0.02,1,A,1,0,0,0,0.92
9898,0.138,-0.9279,0.0623,0,1,A,1,0,0,0,0.97
9899,0.1405,-0.8543,0.2515,0.07,1,A,1,0,0,0,0.87
9900,0.1408,-0.7595,0.6892,0.48,1,A,1,0,0,0,0.65
9901,0.1468,-0.7227,0.8943,0.8,1,A,1,0,0,0,0.55
9902,0.1414,-0.6955,0.9615,0.93,1,A,1,0,0,0,0.51
9903,0.1438,-0.6461,1.2037,1.45,1,A,1,0,0,0,0.39
9904,0.1437,-0.6278,1.2077,1.45,1,A,1,0,0,0,0.39
9905,0.1453,-0.5858,1.1961,1.42,1,A,1,0,0,0,0.4
9906,0.1442,-0.5677,1.1933,1.42,1,A,1,0,0,0,0.4
9907,0.1476,-0.5292,1.1525,1.34,1,A,1,0,0,0,0.42
9908,0.1419,-0.5136,1.1157,1.25,1,A,1,0,0,0,0.44
9909,0.1408,-0.4673,1.0553,1.11,1,A,1,0,0,0,0.47
9910,0.1404,-0.4522,1.0213,1.04,1,A,1,0,0,0,0.48
9911,0.1476,-0.4055,0.9135,0.84,1,A,1,0,0,0,0.54
9912,0.1457,-0.3897,0.9031,0.82,1,A,1,0,0,0,0.54
9913,0.1386,-0.34,0.9283,0.85,1,A,1,0,0,0,0.53
9914,0.1459,-0.3247,0.9753,0.94,1,A,1,0,0,0,0.51
9915,0.1442,-0.2832,1.0784,1.15,1,A,1,0,0,0,0.45
9916,0.1421,-0.2637,1.0811,1.16,1,A,1,0,0,0,0.45
9917,0.1398,-0.2236,1.1166,1.25,1,A,1,0,0,0,0.44
9918,0.1403,-0.2075,1.0769,1.16,1,A,1,0,0,0,0.46
9919,0.1398,-0.1663,1.161,1.34,1,A,1,0,0,0,0.41
9920,0.1451,-0.1379,1.1928,1.43,1,A,1,0,0,0,0.4
9921,0.1405,-0.1035,1.2903,1.67,1,A,1,0,0,0,0.35
9922,0.1462,-0.0713,1.3571,1.83,1,A,1,0,0,0,0.31
9923,0.1443,-0.0328,1.3291,1.78,1,A,1,0,0,0,0.33
9924,0.1448,-0.0173,1.4208,2.02,1,A,1,0,0,0,0.28
9925,0.1442,0.032,1.4983,2.24,1,A,1,0,0,0,0.24
9926,0.1408,0.05,1.5664,2.46,1,A,1,0,0,0,0.21
9927,0.1462,0.0839,1.4727,2.17,1,A,1,0,0,0,0.26
9928,0.1465,0.1112,1.4432,2.07,1,A,1,0,0,0,0.27
9929,0.1408,0.1485,1.3001,1.7,1,A,1,0,0,0,0.34
9930,0.1472,0.1688,1.256,1.57,1,A,1,0,0,0,0.37
9931,0.1453,0.2103,1.1415,1.31,1,A,1,0,0,0,0.42
9932,0.1465,0.2318,1.0344,1.07,1,A,1,0,0,0,0.48
9933,0.1419,0.2771,1.0634,1.13,1,A,1,0,0,0,0.46
9934,0.1474,0.2925,1.0393,1.08,1,A,1,0,0,0,0.47
9935,0.1393,0.3341,1.0322,1.07,1,A,1,0,0,0,0.48
9936,0.1406,0.3524,1.0193,1.03,1,A,1,0,0,0,0.48
9937,0.1444,0.3932,1.0494,1.1,1,A,1,0,0,0,0.47
9938,0.139,0.4137,1.0708,1.15,1,A,1,0,0,0,0.46
9939,0.145,0.4494,1.1902,1.41,1,A,1,0,0,0,0.4
9940,0.1409,0.4772,1.1429,1.3,1,A,1,0,0,0,0.42
9941,0.1447,0.5156,1.0167,1.04,1,A,1,0,0,0,0.49
9942,0.1391,0.5299,0.9784,0.96,1,A,1,0,0,0,0.51
9943,0.1401,0.5757,0.9145,0.83,1,A,1,0,0,0,0.54
9944,0.1436,0.6083,0.8373,0.71,1,A,1,0,0,0,0.58
9945,0.14,0.6457,0.7576,0.57,1,A,1,0,0,0,0.62
9946,0.1449,0.6931,0.5754,0.33,1,A,1,0,0,0,0.71
9947,0.1406,0.8171,0.1625,0.03,1,A,1,0,0,0,0.92
9948,0.1429,0.8575,0.099,0.01,1,A,1,0,0,0,0.95
9949,0.1454,-0.8219,0.377,0.14,1,A,1,0,0,0,0.81
9950,0.1525,-0.7362,0.8395,0.71,1,A,1,0,0,0,0.58
9951,0.1526,-0.6876,1.0137,1.02,1,A,1,0,0,0,0.49
9952,0.1488,-0.6618,1.1563,1.33,1,A,1,0,0,0,0.42
9953,0.1493,-0.6233,1.1902,1.41,1,A,1,0,0,0,0.4
9954,0.145,-0.6012,1.176,1.38,1,A,1,0,0,0,0.41
9955,0.1478,-0.5549,1.1788,1.38,1,A,1,0,0,0,0.4
9956,0.1509,-0.541,1.1623,1.36,1,A,1,0,0,0,0.41
9957,0.1491,-0.5019,1.1063,1.22,1,A,1,0,0,0,0.44
9958,0.1443,-0.4763,1.0695,1.15,1,A,1,0,0,0,0.46
9959,0.1509,-0.4373,0.9969,0.99,1,A,1,0,0,0,0.5
9960,0.1517,-0.4152,0.9474,0.9,1,A,1,0,0,0,0.52
9961,0.1434,-0.3808,0.9312,0.87,1,A,1,0,0,0,0.53
9962,0.1504,-0.3528,0.91,0.83,1,A,1,0,0,0,0.54
9963,0.1494,-0.304,1.0462,1.09,1,A,1,0,0,0,0.47
9964,0.143,-0.2879,1.0765,1.16,1,A,1,0,0,0,0.46
9965,0.145,-0.2438,1.1161,1.24,1,A,1,0,0,0,0.44
9966,0.1505,-0.2296,1.1236,1.27,1,A,1,0,0,0,0.43
9967,0.1509,-0.1851,1.0993,1.21,1,A,1,0,0,0,0.44
9968,0.1429,-0.1673,1.1426,1.31,1,A,1,0,0,0,0.42
9969,0.1441,-0.1271,1.2084,1.45,1,A,1,0,0,0,0.39
9970,0.1437,-0.0856,1.2838,1.64,1,A,1,0,0,0,0.35
9971,0.1509,-0.052,1.3321,1.77,1,A,1,0,0,0,0.33
9972,0.1447,-0.025,1.349,1.81,1,A,1,0,0,0,0.32
9973,0.1501,0.0182,1.4804,2.2,1,A,1,0,0,0,0.25
9974,0.1506,0.0392,1.5183,2.31,1,A,1,0,0,0,0.23
9975,0.1463,0.0792,1.507,2.27,1,A,1,0,0,0,0.24
9976,0.1453,0.0977,1.446,2.1,1,A,1,0,0,0,0.27
9977,0.1451,0.1382,1.3288,1.76,1,A,1,0,0,0,0.33
9978,0.151,0.1607,1.2763,1.63,1,A,1,0,0,0,0.36
9979,0.1521,0.1939,1.1904,1.41,1,A,1,0,0,0,0.4
9980,0.1467,0.2228,1.0977,1.2,1,A,1,0,0,0,0.45
9981,0.1447,0.2676,1.0339,1.06,1,A,1,0,0,0,0.48
9982,0.1493,0.2836,1.0669,1.13,1,A,1,0,0,0,0.46
9983,0.1487,0.3193,1.0424,1.09,1,A,1,0,0,0,0.47
9984,0.1453,0.3423,1.0347,1.07,1,A,1,0,0,0,0.48
9985,0.1443,0.3802,1.017,1.04,1,A,1,0,0,0,0.49
9986,0.1455,0.4045,1.0643,1.13,1,A,1,0,0,0,0.46
9987,0.151,0.446,1.1711,1.37,1,A,1,0,0,0,0.41
9988,0.1487,0.4641,1.1839,1.39,1,A,1,0,0,0,0.4
9989,0.1484,0.5088,1.0171,1.04,1,A,1,0,0,0,0.49
9990,0.148,0.5271,0.9657,0.94,1,A,1,0,0,0,0.51
9991,0.1486,0.5818,0.8897,0.79,1,A,1,0,0,0,0.55
9992,0.1438,0.6169,0.827,0.68,1,A,1,0,0,0,0.58
9993,0.1434,0.6615,0.6869,0.47,1,A,1,0,0,0,0.65
9994,0.1432,0.7228,0.4817,0.23,1,A,1,0,0,0,0.76
9995,0.1449,0.9086,0.0316,0,1,A,1,0,0,0,0.98
9996,0.1504,-0.8827,0.168,0.03,1,A,1,0,0,0,0.91
9997,0.1518,-0.7655,0.6857,0.47,1,A,1,0,0,0,0.65
9998,0.1481,-0.7227,0.8699,0.76,1,A,1,0,0,0,0.56
9999,0.1565,-0.6666,1.0941,1.2,1,A,1,0,0,0,0.45
10000,0.1481,-0.6447,1.1614,1.36,1,A,1,0,0,0,0.41
10001,0.1576,-0.6104,1.1797,1.4,1,A,1,0,0,0,0.4
10002,0.1573,-0.5916,1.1883,1.42,1,A,1,0,0,0,0.4
10003,0.1498,-0.5473,1.1559,1.34,1,A,1,0,0,0,0.42
10004,0.152,-0.5141,1.1192,1.26,1,A,1,0,0,0,0.43
10005,0.1572,-0.4818,1.0596,1.13,1,A,1,0,0,0,0.46
10006,0.1494,-0.4491,1.0442,1.08,1,A,1,0,0,0,0.47
10007,0.1499,-0.4086,0.9397,0.88,1,A,1,0,0,0,0.52
10008,0.1517,-0.3903,0.9579,0.91,1,A,1,0,0,0,0.52
10009,0.1514,-0.3526,0.9362,0.88,1,A,1,0,0,0,0.53
10010,0.1548,-0.3124,1.0375,1.07,1,A,1,0,0,0,0.48
10011,0.1549,-0.2742,1.1019,1.21,1,A,1,0,0,0,0.44
10012,0.1501,-0.2488,1.1173,1.24,1,A,1,0,0,0,0.44
10013,0.1504,-0.2138,1.1003,1.21,1,A,1,0,0,0,0.44
10014,0.1482,-0.1948,1.0865,1.19,1,A,1,0,0,0,0.45
10015,0.1554,-0.1578,1.1532,1.32,1,A,1,0,0,0,0.42
10016,0.1553,-0.1315,1.1719,1.38,1,A,1,0,0,0,0.41
10017,0.152,-0.0893,1.2424,1.54,1,A,1,0,0,0,0.37
10018,0.1539,-0.0725,1.3329,1.79,1,A,1,0,0,0,0.33
10019,0.1577,-0.0319,1.3446,1.82,1,A,1,0,0,0,0.32
10020,0.1495,-0.0032,1.4506,2.11,1,A,1,0,0,0,0.27
10021,0.1503,0.0401,1.4968,2.25,1,A,1,0,0,0,0.24
10022,0.1526,0.0592,1.569,2.46,1,A,1,0,0,0,0.21
10023,0.1538,0.102,1.4486,2.1,1,A,1,0,0,0,0.27
10024,0.1488,0.1189,1.364,1.86,1,A,1,0,0,0,0.31
10025,0.1541,0.1659,1.2703,1.6,1,A,1,0,0,0,0.36
10026,0.1566,0.1869,1.231,1.51,1,A,1,0,0,0,0.38
10027,0.1528,0.2371,1.0101,1.03,1,A,1,0,0,0,0.49
10028,0.1537,0.2541,0.9925,0.98,1,A,1,0,0,0,0.5
10029,0.1515,0.2906,1.0616,1.14,1,A,1,0,0,0,0.46
10030,0.1507,0.3111,1.0439,1.09,1,A,1,0,0,0,0.47
10031,0.15,0.357,1.0229,1.05,1,A,1,0,0,0,0.48
10032,0.1503,0.3719,1.0028,1.01,1,A,1,0,0,0,0.49
10033,0.1516,0.4112,1.0907,1.18,1,A,1,0,0,0,0.45
10034,0.1545,0.4287,1.1353,1.28,1,A,1,0,0,0,0.43
10035,0.1492,0.4711,1.1561,1.33,1,A,1,0,0,0,0.42
10036,0.1555,0.4983,1.0708,1.15,1,A,1,0,0,0,0.46
10037,0.1566,0.5352,0.9633,0.92,1,A,1,0,0,0,0.51
10038,0.1492,0.5552,0.9084,0.82,1,A,1,0,0,0,0.54
10039,0.1493,0.6011,0.8137,0.67,1,A,1,0,0,0,0.59
10040,0.1532,0.6196,0.825,0.68,1,A,1,0,0,0,0.58
10041,0.1543,0.6667,0.6683,0.44,1,A,1,0,0,0,0.66
10042,0.1551,0.7843,0.2309,0.05,1,A,1,0,0,0,0.88
10043,0.1531,0.9078,0.0348,0,1,A,1,0,0,0,0.98
10044,0.1611,-0.8448,0.2793,0.08,1,A,1,0,0,0,0.86
10045,0.1577,-0.7163,0.9251,0.85,1,A,1,0,0,0,0.53
10046,0.1532,-0.696,0.9554,0.92,1,A,1,0,0,0,0.52
10047,0.1613,-0.6415,1.17,1.36,1,A,1,0,0,0,0.41
10048,0.156,-0.6211,1.1713,1.37,1,A,1,0,0,0,0.41
10049,0.1591,-0.5837,1.1888,1.42,1,A,1,0,0,0,0.4
10050,0.1529,-0.5632,1.1632,1.36,1,A,1,0,0,0,0.41
10051,0.1575,-0.5187,1.1015,1.22,1,A,1,0,0,0,0.44
10052,0.1557,-0.4972,1.089,1.19,1,A,1,0,0,0,0.45
10053,0.1547,-0.4582,1.0349,1.08,1,A,1,0,0,0,0.48
10054,0.1546,-0.4367,0.969,0.95,1,A,1,0,0,0,0.51
10055,0.1596,-0.3959,0.9581,0.92,1,A,1,0,0,0,0.52
10056,0.1614,-0.3715,0.9595,0.93,1,A,1,0,0,0,0.51
10057,0.1563,-0.3241,0.9972,1,1,A,1,0,0,0,0.5
10058,0.1619,-0.3081,1.0667,1.14,1,A,1,0,0,0,0.46
10059,0.1537,-0.2674,1.1135,1.25,1,A,1,0,0,0,0.44
10060,0.1575,-0.2474,1.1133,1.25,1,A,1,0,0,0,0.44
10061,0.1581,-0.2047,1.0859,1.17,1,A,1,0,0,0,0.45
10062,0.1577,-0.1804,1.1008,1.21,1,A,1,0,0,0,0.44
10063,0.1622,-0.1438,1.1523,1.33,1,A,1,0,0,0,0.42
10064,0.1561,-0.1259,1.1653,1.36,1,A,1,0,0,0,0.41
10065,0.1626,-0.0763,1.2732,1.62,1,A,1,0,0,0,0.36
10066,0.154,-0.0533,1.3154,1.72,1,A,1,0,0,0,0.34
10067,0.1535,-0.0216,1.3912,1.92,1,A,1,0,0,0,0.3
10068,0.1531,0.0032,1.4685,2.15,1,A,1,0,0,0,0.26
10069,0.1561,0.039,1.5168,2.3,1,A,1,0,0,0,0.23
10070,0.1563,0.0583,1.5614,2.44,1,A,1,0,0,0,0.21
10071,0.1624,0.1027,1.4171,2.01,1,A,1,0,0,0,0.28
10072,0.1599,0.1226,1.3652,1.85,1,A,1,0,0,0,0.31
10073,0.1548,0.1651,1.2505,1.56,1,A,1,0,0,0,0.37
10074,0.1594,0.1847,1.2443,1.54,1,A,1,0,0,0,0.37
10075,0.1602,0.2305,1.0154,1.04,1,A,1,0,0,0,0.49
10076,0.1562,0.2558,0.9995,0.99,1,A,1,0,0,0,0.49
10077,0.1622,0.2948,1.0721,1.15,1,A,1,0,0,0,0.46
10078,0.1574,0.3141,1.048,1.1,1,A,1,0,0,0,0.47
10079,0.1619,0.3531,1.0214,1.05,1,A,1,0,0,0,0.48
10080,0.157,0.3757,1.0061,1,1,A,1,0,0,0,0.49
10081,0.1573,0.4087,1.0982,1.21,1,A,1,0,0,0,0.44
10082,0.1622,0.4337,1.1452,1.3,1,A,1,0,0,0,0.42
10083,0.1546,0.4802,1.1361,1.28,1,A,1,0,0,0,0.43
10084,0.1561,0.4995,1.033,1.07,1,A,1,0,0,0,0.48
10085,0.1578,0.553,0.9008,0.81,1,A,1,0,0,0,0.54
10086,0.16,0.5647,0.8747,0.77,1,A,1,0,0,0,0.56
10087,0.1561,0.6045,0.8089,0.65,1,A,1,0,0,0,0.59
10088,0.1552,0.6298,0.8131,0.66,1,A,1,0,0,0,0.59
10089,0.1574,0.7309,0.4019,0.16,1,A,1,0,0,0,0.8
10090,0.1626,0.8089,0.1774,0.03,1,A,1,0,0,0,0.91
10091,0.1605,0.8698,0.0701,0.01,1,A,1,0,0,0,0.96
10092,0.1561,0.9092,0.0323,0,1,A,1,0,0,0,0.98
10093,0.1583,-0.8504,0.2431,0.06,1,A,1,0,0,0,0.88
10094,0.1601,-0.8178,0.3928,0.15,1,A,1,0,0,0,0.8
10095,0.1609,-0.7395,0.8069,0.64,1,A,1,0,0,0,0.59
10096,0.1679,-0.7228,0.8861,0.78,1,A,1,0,0,0,0.55
10097,0.161,-0.6713,1.0267,1.05,1,A,1,0,0,0,0.48
10098,0.1598,-0.6425,1.1572,1.33,1,A,1,0,0,0,0.42
10099,0.1618,-0.603,1.1745,1.38,1,A,1,0,0,0,0.41
10100,0.1666,-0.5768,1.1764,1.39,1,A,1,0,0,0,0.41
10101,0.1625,-0.5384,1.1124,1.24,1,A,1,0,0,0,0.44
10102,0.1612,-0.5215,1.1018,1.21,1,A,1,0,0,0,0.44
10103,0.1579,-0.4688,1.0483,1.09,1,A,1,0,0,0,0.47
10104,0.1604,-0.4549,1.0245,1.06,1,A,1,0,0,0,0.48
10105,0.1644,-0.4153,0.9565,0.92,1,A,1,0,0,0,0.52
10106,0.1604,-0.395,0.9667,0.94,1,A,1,0,0,0,0.51
10107,0.1667,-0.3546,0.9659,0.92,1,A,1,0,0,0,0.51
10108,0.1579,-0.3295,0.9751,0.95,1,A,1,0,0,0,0.51
10109,0.1674,-0.2948,1.0789,1.17,1,A,1,0,0,0,0.45
10110,0.1615,-0.2699,1.1248,1.26,1,A,1,0,0,0,0.43
10111,0.1632,-0.2373,1.1373,1.29,1,A,1,0,0,0,0.43
10112,0.1671,-0.2113,1.11,1.24,1,A,1,0,0,0,0.44
10113,0.1639,-0.1772,1.1042,1.22,1,A,1,0,0,0,0.44
10114,0.1623,-0.1535,1.1207,1.26,1,A,1,0,0,0,0.43
10115,0.1662,-0.1138,1.1683,1.37,1,A,1,0,0,0,0.41
10116,0.1584,-0.0949,1.2026,1.45,1,A,1,0,0,0,0.39
10117,0.1662,-0.0504,1.2703,1.61,1,A,1,0,0,0,0.36
10118,0.1587,-0.0234,1.3431,1.81,1,A,1,0,0,0,0.32
10119,0.1631,0.0088,1.4686,2.16,1,A,1,0,0,0,0.26
10120,0.1677,0.035,1.4668,2.15,1,A,1,0,0,0,0.26
10121,0.1629,0.0762,1.5227,2.32,1,A,1,0,0,0,0.23
10122,0.162,0.0878,1.4605,2.13,1,A,1,0,0,0,0.26
10123,0.1638,0.1337,1.3355,1.8,1,A,1,0,0,0,0.33
10124,0.1605,0.1549,1.2613,1.58,1,A,1,0,0,0,0.36
10125,0.1656,0.1954,1.2394,1.55,1,A,1,0,0,0,0.37
10126,0.166,0.2268,1.085,1.18,1,A,1,0,0,0,0.45
10127,0.1624,0.2626,1.0173,1.03,1,A,1,0,0,0,0.49
10128,0.1677,0.2834,1.0818,1.16,1,A,1,0,0,0,0.45
10129,0.1674,0.3212,1.056,1.12,1,A,1,0,0,0,0.47
10130,0.1667,0.3402,1.0484,1.11,1,A,1,0,0,0,0.47
10131,0.166,0.3805,1.0427,1.08,1,A,1,0,0,0,0.47
10132,0.1673,0.4168,1.1372,1.29,1,A,1,0,0,0,0.43
10133,0.1621,0.4544,1.2058,1.45,1,A,1,0,0,0,0.39
10134,0.1673,0.4804,1.124,1.26,1,A,1,0,0,0,0.43
10135,0.158,0.5228,0.9689,0.94,1,A,1,0,0,0,0.51
10136,0.1606,0.542,0.9109,0.82,1,A,1,0,0,0,0.54
10137,0.1644,0.5879,0.8347,0.69,1,A,1,0,0,0,0.58
10138,0.1644,0.6058,0.8071,0.66,1,A,1,0,0,0,0.59
10139,0.1662,0.6417,0.7262,0.53,1,A,1,0,0,0,0.63
10140,0.1615,0.6735,0.6007,0.36,1,A,1,0,0,0,0.7
10141,0.1639,0.8056,0.1678,0.03,1,A,1,0,0,0,0.91
10142,0.1647,0.8332,0.1194,0.01,1,A,1,0,0,0,0.94
10143,0.1705,-0.8736,0.1781,0.03,1,A,1,0,0,0,0.91
10144,0.1702,-0.8251,0.3238,0.11,1,A,1,0,0,0,0.83
10145,0.1646,-0.7441,0.7841,0.61,1,A,1,0,0,0,0.6
10146,0.1715,-0.7266,0.8445,0.71,1,A,1,0,0,0,0.57
10147,0.1687,-0.6771,0.9872,0.98,1,A,1,0,0,0,0.5
10148,0.1654,-0.6487,1.1235,1.27,1,A,1,0,0,0,0.43
10149,0.167,-0.6013,1.1549,1.33,1,A,1,0,0,0,0.42
10150,0.1642,-0.5825,1.1667,1.37,1,A,1,0,0,0,0.41
10151,0.1642,-0.5436,1.1077,1.22,1,A,1,0,0,0,0.44
10152,0.1676,-0.5232,1.1005,1.21,1,A,1,0,0,0,0.44
10153,0.1638,-0.4805,1.0386,1.09,1,A,1,0,0,0,0.47
10154,0.1719,-0.4568,1.042,1.09,1,A,1,0,0,0,0.47
10155,0.1692,-0.4169,0.9688,0.93,1,A,1,0,0,0,0.51
10156,0.1677,-0.3963,0.9717,0.94,1,A,1,0,0,0,0.51
10157,0.1632,-0.3572,0.9799,0.96,1,A,1,0,0,0,0.5
10158,0.1703,-0.3398,0.9728,0.94,1,A,1,0,0,0,0.51
10159,0.1698,-0.2971,1.0634,1.12,1,A,1,0,0,0,0.46
10160,0.1638,-0.2823,1.1086,1.22,1,A,1,0,0,0,0.44
10161,0.166,-0.2399,1.1308,1.27,1,A,1,0,0,0,0.43
10162,0.1715,-0.2182,1.1207,1.26,1,A,1,0,0,0,0.43
10163,0.1717,-0.1733,1.0909,1.18,1,A,1,0,0,0,0.45
10164,0.1655,-0.1625,1.101,1.22,1,A,1,0,0,0,0.44
10165,0.1665,-0.1187,1.1651,1.37,1,A,1,0,0,0,0.41
10166,0.1646,-0.1015,1.1866,1.41,1,A,1,0,0,0,0.4
10167,0.1661,-0.0533,1.2713,1.62,1,A,1,0,0,0,0.36
10168,0.1649,-0.0399,1.2843,1.64,1,A,1,0,0,0,0.35
10169,0.1704,0.0098,1.4557,2.1,1,A,1,0,0,0,0.27
10170,0.1681,0.0349,1.4659,2.14,1,A,1,0,0,0,0.26
10171,0.1719,0.0739,1.5232,2.31,1,A,1,0,0,0,0.23
10172,0.1722,0.0956,1.455,2.13,1,A,1,0,0,0,0.27
10173,0.1692,0.1411,1.2547,1.59,1,A,1,0,0,0,0.37
10174,0.1652,0.1628,1.211,1.48,1,A,1,0,0,0,0.39
10175,0.1728,0.2018,1.2085,1.46,1,A,1,0,0,0,0.39
10176,0.1707,0.2247,1.0742,1.15,1,A,1,0,0,0,0.46
10177,0.1683,0.2639,1.0324,1.07,1,A,1,0,0,0,0.48
10178,0.1714,0.2871,1.0759,1.17,1,A,1,0,0,0,0.46
10179,0.166,0.329,1.0591,1.13,1,A,1,0,0,0,0.46
10180,0.1662,0.3493,1.0512,1.1,1,A,1,0,0,0,0.47
10181,0.1722,0.384,1.0753,1.15,1,A,1,0,0,0,0.46
10182,0.1714,0.4072,1.1347,1.29,1,A,1,0,0,0,0.43
10183,0.1727,0.4564,1.1961,1.44,1,A,1,0,0,0,0.4
10184,0.1691,0.4756,1.106,1.23,1,A,1,0,0,0,0.44
10185,0.1696,0.522,1.0023,1,1,A,1,0,0,0,0.49
10186,0.163,0.5389,0.9029,0.81,1,A,1,0,0,0,0.54
10187,0.1654,0.5885,0.8156,0.67,1,A,1,0,0,0,0.59
10188,0.1641,0.6134,0.7972,0.64,1,A,1,0,0,0,0.6
10189,0.1668,0.6583,0.6639,0.44,1,A,1,0,0,0,0.66
10190,0.167,0.6846,0.4965,0.25,1,A,1,0,0,0,0.75
10191,0.1665,0.806,0.1673,0.03,1,A,1,0,0,0,0.91
10192,0.1729,0.8766,0.0623,0,1,A,1,0,0,0,0.97
10193,0.1681,-0.8278,0.3251,0.11,1,A,1,0,0,0,0.83
10194,0.1684,-0.8002,0.4356,0.19,1,A,1,0,0,0,0.78
10195,0.1717,-0.7211,0.8366,0.71,1,A,1,0,0,0,0.58
10196,0.1723,-0.6928,0.959,0.93,1,A,1,0,0,0,0.52
10197,0.1743,-0.6446,1.0999,1.21,1,A,1,0,0,0,0.44
10198,0.175,-0.6153,1.1316,1.27,1,A,1,0,0,0,0.43
10199,0.1703,-0.5721,1.1466,1.32,1,A,1,0,0,0,0.42
10200,0.172,-0.5558,1.1454,1.32,1,A,1,0,0,0,0.42
10201,0.1758,-0.5172,1.0857,1.18,1,A,1,0,0,0,0.45
10202,0.1727,-0.4944,1.0365,1.07,1,A,1,0,0,0,0.48
10203,0.1733,-0.4576,1.0488,1.1,1,A,1,0,0,0,0.47
10204,0.1754,-0.438,0.9899,0.98,1,A,1,0,0,0,0.5
10205,0.1681,-0.3913,0.9835,0.97,1,A,1,0,0,0,0.5
10206,0.1713,-0.3712,0.9873,0.97,1,A,1,0,0,0,0.5
10207,0.173,-0.3357,0.9784,0.96,1,A,1,0,0,0,0.51
10208,0.1705,-0.3157,1.0374,1.07,1,A,1,0,0,0,0.48
10209,0.1743,-0.2718,1.1006,1.22,1,A,1,0,0,0,0.44
10210,0.1692,-0.2488,1.1288,1.26,1,A,1,0,0,0,0.43
10211,0.1737,-0.2154,1.0923,1.2,1,A,1,0,0,0,0.45
10212,0.1718,-0.192,1.0656,1.14,1,A,1,0,0,0,0.46
10213,0.1735,-0.1486,1.1133,1.23,1,A,1,0,0,0,0.44
10214,0.177,-0.1314,1.1348,1.29,1,A,1,0,0,0,0.43
10215,0.1777,-0.0956,1.1907,1.43,1,A,1,0,0,0,0.4
10216,0.1745,-0.0668,1.2855,1.65,1,A,1,0,0,0,0.35
10217,0.1686,-0.0315,1.3195,1.74,1,A,1,0,0,0,0.33
10218,0.1772,-0.0076,1.3834,1.91,1,A,1,0,0,0,0.3
10219,0.1773,0.0494,1.5028,2.26,1,A,1,0,0,0,0.24
10220,0.1742,0.0747,1.4898,2.22,1,A,1,0,0,0,0.25
10221,0.1688,0.1086,1.3309,1.77,1,A,1,0,0,0,0.33
10222,0.1738,0.1478,1.2614,1.59,1,A,1,0,0,0,0.36
10223,0.176,0.1865,1.2531,1.56,1,A,1,0,0,0,0.37
10224,0.1694,0.2048,1.2202,1.48,1,A,1,0,0,0,0.38
10225,0.174,0.257,1.0247,1.05,1,A,1,0,0,0,0.48
10226,0.1737,0.2741,1.0429,1.08,1,A,1,0,0,0,0.47
10227,0.1762,0.3114,1.075,1.15,1,A,1,0,0,0,0.46
10228,0.1683,0.3314,1.0815,1.17,1,A,1,0,0,0,0.45
