State,State code,County/state name,% of precincts reporting,Votes for Obama,% votes for Obama,Votes for Romney,% votes for Romney,Total votes
"Minnesota","MN","Lincoln",100,1428,45.8721,1594,51.2046,3113
"Minnesota","MN","Grant",100,1645,47.3245,1750,50.3452,3476
"Minnesota","MN","Pipestone",100,1728,37.2655,2828,60.9877,4637
"Minnesota","MN","Norman",100,1730,54.0794,1384,43.2635,3199
"Minnesota","MN","Clearwater",100,1753,41.9077,2359,56.3949,4183
"Minnesota","MN","Rock",100,1945,40.2692,2810,58.1781,4830
"Minnesota","MN","Lac Qui Parle",100,1974,49.6729,1938,48.767,3974
"Minnesota","MN","Cook",100,1993,60.3208,1221,36.9552,3304
"Minnesota","MN","Marshall",100,1998,42.7197,2569,54.9284,4677
"Minnesota","MN","Murray",100,2160,45.4354,2504,52.6714,4754
"Minnesota","MN","Jackson",100,2268,41.8837,3044,56.2142,5415
"Minnesota","MN","Cottonwood",100,2433,41.6182,3316,56.7225,5846
"Minnesota","MN","Yellow Medicine",100,2465,45.682,2808,52.0385,5396
"Minnesota","MN","Watonwan",100,2482,48.724,2508,49.2344,5094
"Minnesota","MN","Wadena",100,2492,36.7931,4143,61.1693,6773
"Minnesota","MN","Stevens",100,2742,48.7814,2766,49.2083,5621
"Minnesota","MN","Swift",100,2751,54.079,2248,44.1911,5087
"Minnesota","MN","Roseau",100,2772,37.8172,4409,60.1501,7330
"Minnesota","MN","Sibley",100,2917,37.4647,4693,60.2749,7786
"Minnesota","MN","Pope",100,2981,47.8952,3142,50.482,6224
"Minnesota","MN","Redwood",100,3008,38.7529,4571,58.8895,7762
"Minnesota","MN","Pennington",100,3024,46.6019,3303,50.9015,6489
"Minnesota","MN","Chippewa",100,3083,49.919,2967,48.0408,6176
"Minnesota","MN","Renville",100,3394,44.1697,4149,53.9953,7684
"Minnesota","MN","Faribault",100,3407,44.3101,4104,53.375,7689
"Minnesota","MN","Koochiching",100,3451,53.6536,2841,44.1698,6432
"Minnesota","MN","Kanabec",100,3586,44.2334,4319,53.2749,8107
"Minnesota","MN","Nobles",100,3793,44.6603,4581,53.9385,8493
"Minnesota","MN","Lake",100,4043,59.4821,2610,38.3993,6797
"Minnesota","MN","Martin",100,4054,37.1008,6657,60.9225,10927
"Minnesota","MN","Waseca",100,4370,45.0237,5116,52.7097,9706
"Minnesota","MN","Aitkin",100,4412,48.4356,4533,49.764,9109
"Minnesota","MN","Dodge",100,4487,43.6819,5522,53.7578,10272
"Minnesota","MN","Hubbard",100,4676,40.7246,6622,57.6729,11482
"Minnesota","MN","Todd",100,4819,40.9709,6719,57.1246,11762
"Minnesota","MN","Meeker",100,4969,40.8366,6917,56.8458,12168
"Minnesota","MN","Houston",100,5281,50.6717,4951,47.5053,10422
"Minnesota","MN","Wabasha",100,5415,46.1952,6049,51.6038,11722
"Minnesota","MN","Lyon",100,5462,44.32,6588,53.4567,12324
"Minnesota","MN","Brown",100,5630,40.5678,7934,57.1696,13878
"Minnesota","MN","Fillmore",100,5800,52.7273,4967,45.1545,11000
"Minnesota","MN","Mille Lacs",100,5820,44.6559,6946,53.2955,13033
"Minnesota","MN","Morrison",100,6153,36.9283,10159,60.9711,16662
"Minnesota","MN","Polk",100,6735,46.2124,7583,52.031,14574
"Minnesota","MN","Le Sueur",100,6753,45.8483,7713,52.3661,14729
"Minnesota","MN","Becker",100,6829,41.8213,9204,56.366,16329
"Minnesota","MN","Cass",100,6858,42.6493,8957,55.7027,16080
"Minnesota","MN","Pine",100,6891,48.8169,6914,48.9799,14116
"Minnesota","MN","McLeod",100,6964,37.7514,11067,59.9935,18447
"Minnesota","MN","Isanti",100,8024,39.8589,11675,57.9951,20131
"Minnesota","MN","Benton",100,8173,41.8677,10849,55.576,19521
"Minnesota","MN","Douglas",100,8665,41.4256,11905,56.9154,20917
"Minnesota","MN","Steele",100,8705,45.7388,9903,52.0334,19032
"Minnesota","MN","Freeborn",100,9327,56.0348,6970,41.8744,16645
"Minnesota","MN","Nicollet",100,9653,52.7948,8212,44.9136,18284
"Minnesota","MN","Kandiyohi",100,9806,45.816,11239,52.5113,21403
"Minnesota","MN","Mower",100,11122,60.2557,6932,37.5555,18458
"Minnesota","MN","Carlton",100,11389,62.0451,6586,35.8793,18356
"Minnesota","MN","Beltrami",100,11818,53.843,9637,43.9063,21949
"Minnesota","MN","Otter Tail",100,12165,38.5432,18860,59.7554,31562
"Minnesota","MN","Goodhue",100,12212,47.5157,12986,50.5272,25701
"Minnesota","MN","Chisago",100,12524,42.6989,16227,55.3237,29331
"Minnesota","MN","Itasca",98.75,12852,53.9252,10500,44.0566,23833
"Minnesota","MN","Crow Wing",100,14760,42.4138,19415,55.7902,34800
"Minnesota","MN","Winona",100,14980,55.2706,11480,42.3569,27103
"Minnesota","MN","Clay",100,15210,52.8657,12920,44.9063,28771
"Minnesota","MN","Rice",100,17054,53.0286,14380,44.7139,32160
"Minnesota","MN","Sherburne",100,17597,37.9901,27848,60.1209,46320
"Minnesota","MN","Blue Earth",100,18164,53.3623,14916,43.8203,34039
"Minnesota","MN","Carver",100,20745,39.3293,31155,59.065,52747
"Minnesota","MN","Wright",100,26584,38.2229,41460,59.6118,69550
"Minnesota","MN","Scott",100,29714,41.6098,40321,56.4633,71411
"Minnesota","MN","Stearns",100,33553,42.9226,43007,55.0166,78171
"Minnesota","MN","Olmsted",100,39341,50.4637,36837,47.2518,77959
"Minnesota","MN","Washington",100,70203,49.5396,69137,48.7873,141711
"Minnesota","MN","St. Louis",100,74223,63.6921,39700,34.0673,116534
"Minnesota","MN","Anoka",100,88611,47.7137,93430,50.3085,185714
"Minnesota","MN","Dakota",100,116253,50.5395,109514,47.6098,230024
"Minnesota","MN","Ramsey",100,184936,66.5759,86799,31.2472,277782
"Minnesota","MN","Hennepin",99.2593,419048,62.3504,239369,35.6158,672086
"Missouri","MO","Worth",100,341,32.5382,664,63.3588,1048
"Missouri","MO","Mercer",100,353,21.3293,1255,75.8308,1655
"Missouri","MO","Holt",100,551,23.8528,1725,74.6753,2310
"Missouri","MO","Putnam",100,587,25.4223,1673,72.4556,2309
"Missouri","MO","Scotland",100,643,33.2128,1246,64.3595,1936
"Missouri","MO","Schuyler",100,697,35.9464,1174,60.5467,1939
"Missouri","MO","Knox",100,698,35.6668,1205,61.5738,1957
"Missouri","MO","Carter",100,754,26.9382,1978,70.6681,2799
"Missouri","MO","Atchison",100,756,27.907,1902,70.2104,2709
"Missouri","MO","Sullivan",100,908,34.9904,1610,62.0424,2595
"Missouri","MO","Gentry",100,937,31.2646,1986,66.2663,2997
"Missouri","MO","Dade",100,939,24.1016,2895,74.307,3896
"Missouri","MO","Shelby",100,966,29.8886,2188,67.698,3232
"Missouri","MO","Harrison",100,984,26.6306,2624,71.0149,3695
"Missouri","MO","Daviess",100,1124,32.0046,2282,64.9772,3512
"Missouri","MO","Carroll",100,1154,26.8123,3072,71.3755,4304
"Missouri","MO","Reynolds",100,1155,36.1389,1927,60.2941,3196
"Missouri","MO","DeKalb",100,1194,27.4483,3056,70.2529,4350
"Missouri","MO","Grundy",100,1212,27.7092,3030,69.273,4374
"Missouri","MO","Bollinger",100,1213,22.2365,4094,75.0504,5455
"Missouri","MO","Barton",100,1232,21.441,4416,76.8535,5746
"Missouri","MO","Ozark",100,1261,28.318,3080,69.1669,4453
"Missouri","MO","Maries",100,1299,28.6249,3165,69.7444,4538
"Missouri","MO","Shannon",100,1300,35.2495,2260,61.2798,3688
"Missouri","MO","Caldwell",100,1313,31.4793,2724,65.3081,4171
"Missouri","MO","Chariton",100,1339,35.0432,2402,62.8631,3821
"Missouri","MO","Ripley",100,1396,26.5248,3743,71.1191,5263
"Missouri","MO","Monroe",100,1398,34.459,2564,63.1994,4057
"Missouri","MO","Clark",100,1398,43.3488,1730,53.6434,3225
"Missouri","MO","Oregon",100,1419,32.0968,2886,65.2793,4421
"Missouri","MO","St. Clair",100,1460,31.5607,3019,65.2616,4626
"Missouri","MO","Osage",100,1472,21.2778,5330,77.0454,6918
"Missouri","MO","Lewis",100,1507,35.2267,2677,62.576,4278
"Missouri","MO","Cedar",100,1536,25.4178,4375,72.3978,6043
"Missouri","MO","Dent",100,1585,23.8597,4883,73.5059,6643
"Missouri","MO","Madison",100,1588,32.211,3227,65.4564,4930
"Missouri","MO","Moniteau",100,1608,24.9612,4703,73.0053,6442
"Missouri","MO","Iron",100,1669,41.4041,2252,55.867,4031
"Missouri","MO","Douglas",100,1709,26.0677,4649,70.9121,6556
"Missouri","MO","Howard",100,1722,35.4248,3012,61.9626,4861
"Missouri","MO","Hickory",100,1733,37.0299,2835,60.5769,4680
"Missouri","MO","Montgomery",100,1734,32.6124,3486,65.5633,5317
"Missouri","MO","Ralls",100,1736,34.4718,3231,64.1581,5036
"Missouri","MO","Wayne",100,1811,31.6719,3790,66.2819,5718
"Missouri","MO","Mississippi",100,1857,37.7593,2996,60.9191,4918
"Missouri","MO","Livingston",100,1906,31.4833,4006,66.1711,6054
"Missouri","MO","McDonald",100,1920,24.5619,5694,72.8412,7817
"Missouri","MO","Wright",100,1953,24.5475,5831,73.2906,7956
"Missouri","MO","Linn",100,2031,36.7469,3331,60.2678,5527
"Missouri","MO","Gasconade",100,2099,29.4225,4895,68.6151,7134
"Missouri","MO","Dallas",100,2122,29.1524,4992,68.5808,7279
"Missouri","MO","Perry",100,2184,27.3444,5669,70.9778,7987
"Missouri","MO","Macon",100,2309,32.2531,4700,65.6516,7159
"Missouri","MO","Cooper",100,2474,32.9384,4887,65.0646,7511
"Missouri","MO","Bates",100,2557,32.9044,5020,64.5992,7771
"Missouri","MO","Vernon",100,2580,30.2852,5756,67.5666,8519
"Missouri","MO","Pike",100,2581,35.2644,4576,62.5222,7319
"Missouri","MO","Andrew",100,2649,31.8926,5457,65.6995,8306
"Missouri","MO","Miller",100,2651,24.0584,8099,73.5003,11019
"Missouri","MO","Pemiscot",100,2671,42.1759,3596,56.7819,6333
"Missouri","MO","Morgan",100,2773,31.9176,5733,65.9876,8688
"Missouri","MO","New Madrid",100,2814,38.8138,4284,59.0897,7250
"Missouri","MO","Texas",100,2871,26.6722,7618,70.7729,10764
"Missouri","MO","Benton",100,2925,31.9428,6069,66.2772,9157
"Missouri","MO","Crawford",100,2951,30.807,6434,67.1678,9579
"Missouri","MO","Randolph",100,3031,30.4807,6667,67.0455,9944
"Missouri","MO","Stoddard",100,3153,24.5065,9496,73.8069,12866
"Missouri","MO","Nodaway",100,3172,35.3387,5593,62.3106,8976
"Missouri","MO","Washington",100,3402,39.4847,5008,58.1244,8616
"Missouri","MO","Audrain",100,3538,35.5542,6186,62.1646,9951
"Missouri","MO","Polk",100,3580,27.2887,9252,70.5237,13119
"Missouri","MO","Henry",100,3604,35.6091,6229,61.5453,10121
"Missouri","MO","Dunklin",100,3635,34.1347,6849,64.3159,10649
"Missouri","MO","Barry",100,3667,26.5609,9832,71.2154,13806
"Missouri","MO","Clinton",100,3685,37.4873,5904,60.061,9830
"Missouri","MO","Saline",100,3785,41.6163,5096,56.0308,9095
"Missouri","MO","Ste. Genevieve",100,3813,47.2491,4055,50.2478,8070
"Missouri","MO","Stone",100,3920,24.5399,11780,73.7448,15974
"Missouri","MO","Lawrence",100,4014,25.489,11417,72.4981,15748
"Missouri","MO","Marion",100,4034,33.1634,7926,65.1595,12164
"Missouri","MO","LaClede",100,4093,26.6454,10934,71.1803,15361
"Missouri","MO","Pulaski",100,4199,30.941,9092,66.9958,13571
"Missouri","MO","Adair",100,4218,41.6757,5648,55.8048,10121
"Missouri","MO","Ray",100,4264,41.214,5805,56.1086,10346
"Missouri","MO","Butler",100,4363,25.8334,12248,72.5206,16889
"Missouri","MO","Howell",100,4393,26.8833,11541,70.626,16341
"Missouri","MO","Webster",100,4407,28.5779,10702,69.3989,15421
"Missouri","MO","Scott",100,5122,30.1312,11623,68.3746,16999
"Missouri","MO","Warren",100,5219,35.5615,9150,62.3467,14676
"Missouri","MO","Taney",100,5462,25.2777,15713,72.7184,21608
"Missouri","MO","Lafayette",100,5650,35.7912,9800,62.0803,15786
"Missouri","MO","Phelps",100,5798,31.8782,11893,65.3893,18188
"Missouri","MO","Pettis",100,5902,34.3719,10840,63.1297,17171
"Missouri","MO","Callaway",100,6070,33.3004,11742,64.4174,18228
"Missouri","MO","Newton",100,6425,25.618,18179,72.4841,25080
"Missouri","MO","Camden",100,6458,29.4321,15089,68.7677,21942
"Missouri","MO","Johnson",100,7661,36.4792,12750,60.7114,21001
"Missouri","MO","Lincoln",100,7733,34.1428,14330,63.2699,22649
"Missouri","MO","St. Francois",100,8837,39.1191,13248,58.6454,22590
"Missouri","MO","Cape Girardeau",100,9713,27.2286,25343,71.0445,35672
"Missouri","MO","Christian",100,9809,25.8458,27465,72.3677,37952
"Missouri","MO","Cole",100,12003,32.3898,24488,66.0802,37058
"Missouri","MO","Jasper",100,12808,28.3281,31345,69.3274,45213
"Missouri","MO","Buchanan",100,15594,44.4198,18660,53.1533,35106
"Missouri","MO","Franklin",100,16294,34.9859,29271,62.8497,46573
"Missouri","MO","Cass",100,17044,34.8455,30912,63.1979,48913
"Missouri","MO","Platte",100,19171,42.0906,25617,56.243,45547
"Missouri","MO","Boone",100,39782,50.169,37343,47.0932,79296
"Missouri","MO","Jefferson",100,41570,42.5865,53973,55.2928,97613
"Missouri","MO","Greene",100,46130,36.7163,76786,61.1164,125639
"Missouri","MO","Clay",100,47250,44.8016,56131,53.2224,105465
"Missouri","MO","St. Charles",100,71798,38.6849,110732,59.6626,185597
"Missouri","MO","St. Louis City",100,116654,82.6542,22617,16.0251,141135
"Missouri","MO","Jackson",100,180100,58.6924,121891,39.7228,306854
"Missouri","MO","St. Louis County",100,294735,56.1798,223102,42.5258,524628
"Mississippi","MS","Benton",0,0,"null",0,"null",0
"Mississippi","MS","Issaquena",100,426,60.8571,268,38.2857,700
"Mississippi","MS","Greene",92.3077,1065,21.0808,3929,77.7712,5052
"Mississippi","MS","Webster",100,1087,22.5519,3684,76.4315,4820
"Mississippi","MS","George",100,1279,14.0364,7721,84.7344,9112
"Mississippi","MS","Choctaw",100,1283,33.3507,2533,65.8435,3847
"Mississippi","MS","Perry",100,1519,26.7147,4110,72.2828,5686
"Mississippi","MS","Sharkey",100,1571,69.5748,675,29.8937,2258
"Mississippi","MS","Itawamba",100,1599,18.3182,6925,79.3333,8729
"Mississippi","MS","Tishomingo",100,1623,20.6752,6070,77.3248,7850
"Mississippi","MS","Franklin",100,1706,38.3975,2705,60.8823,4443
"Mississippi","MS","Stone",100,1794,26.305,4924,72.1994,6820
"Mississippi","MS","Smith",100,1979,24.4351,6049,74.6882,8099
"Mississippi","MS","Carroll",100,1990,33.3445,3953,66.2366,5968
"Mississippi","MS","Montgomery",100,2245,46.7027,2543,52.902,4807
"Mississippi","MS","Calhoun",100,2250,35.868,3961,63.1436,6273
"Mississippi","MS","Tippah",100,2254,25.0222,6625,73.5457,9008
"Mississippi","MS","Lawrence",100,2394,36.3609,4153,63.0772,6584
"Mississippi","MS","Union",100,2481,23.9502,7759,74.9011,10359
"Mississippi","MS","Clarke",100,2695,37.4358,4415,61.328,7199
"Mississippi","MS","Pontotoc",100,2785,22.5543,9403,76.15,12348
"Mississippi","MS","Prentiss",100,2817,28.0773,7075,70.5173,10033
"Mississippi","MS","Quitman",100,2837,71.2993,1116,28.0472,3979
"Mississippi","MS","Wilkinson",100,2940,69.3723,1275,30.0849,4238
"Mississippi","MS","Yalobusha",100,2984,47.4178,3261,51.8195,6293
"Mississippi","MS","Neshoba",100,3030,27.8237,7772,71.3682,10890
"Mississippi","MS","Newton",100,3069,33.9529,5909,65.3723,9039
"Mississippi","MS","Amite",100,3218,42.005,4393,57.3424,7661
"Mississippi","MS","Kemper",100,3239,64.1132,1789,35.4117,5052
"Mississippi","MS","Attala",100,3368,42.8881,4452,56.6917,7853
"Mississippi","MS","Tunica",100,3371,79.0943,867,20.3426,4262
"Mississippi","MS","Walthall",100,3386,45.2916,4012,53.6651,7476
"Mississippi","MS","Humphreys",100,3399,75.8536,1069,23.8563,4481
"Mississippi","MS","Alcorn",100,3449,23.4913,11027,75.1056,14682
"Mississippi","MS","Jefferson",100,3508,88.7427,431,10.9031,3953
"Mississippi","MS","Leake",100,3599,45.4362,4283,54.0715,7921
"Mississippi","MS","Wayne",100,3747,41.1216,5297,58.1321,9112
"Mississippi","MS","Covington",100,3800,41.5528,5282,57.7583,9145
"Mississippi","MS","Pearl River",100,3813,19.1243,15836,79.4262,19938
"Mississippi","MS","Marion",100,3833,34.7161,7118,64.4688,11041
"Mississippi","MS","Tallahatchie",95.4545,3838,60.3175,2480,38.9753,6363
"Mississippi","MS","Hancock",100,3879,22.7868,12859,75.539,17023
"Mississippi","MS","Chickasaw",100,3914,51.2237,3601,47.1273,7641
"Mississippi","MS","Jeff Davis",100,4094,61.8616,2439,36.854,6618
"Mississippi","MS","Simpson",100,4330,38.9669,6683,60.1422,11112
"Mississippi","MS","Winston",100,4557,46.7001,5147,52.7465,9758
"Mississippi","MS","Tate",100,4572,40.1969,6666,58.6074,11374
"Mississippi","MS","Claiborne",100,4633,88.1134,608,11.5633,5258
"Mississippi","MS","Scott",100,4774,45.1058,5728,54.1194,10584
"Mississippi","MS","Lincoln",100,4879,34.1117,9333,65.252,14303
"Mississippi","MS","Noxubee",100,4920,78.5441,1325,21.1526,6264
"Mississippi","MS","Lamar",100,5037,22.1115,17472,76.6989,22780
"Mississippi","MS","Jasper",100,5097,54.5717,4193,44.8929,9340
"Mississippi","MS","Grenada",100,5279,46.6343,5980,52.8269,11320
"Mississippi","MS","Clay",100,5860,60.6688,3735,38.6686,9659
"Mississippi","MS","Yazoo",100,6220,57.3113,4560,42.016,10853
"Mississippi","MS","Holmes",100,6775,83.8905,1264,15.6513,8076
"Mississippi","MS","Monroe",100,6990,41.6344,9661,57.5436,16789
"Mississippi","MS","Lafayette",100,7098,41.289,9772,56.8437,17191
"Mississippi","MS","Coahoma",100,7164,74.9137,2356,24.6366,9563
"Mississippi","MS","Copiah",100,7201,55.3838,5714,43.9471,13002
"Mississippi","MS","Sunflower",100,7989,72.6603,2907,26.4393,10995
"Mississippi","MS","Adams",100,7999,58.7255,5542,40.6872,13621
"Mississippi","MS","Oktibbeha",100,8030,50.1844,7728,48.297,16001
"Mississippi","MS","Panola",100,8175,54.1462,6810,45.1053,15098
"Mississippi","MS","Leflore",100,8423,72.6121,3115,26.8534,11600
"Mississippi","MS","Jones",100,9146,30.4481,20635,68.6963,30038
"Mississippi","MS","Pike",100,9304,53.3823,7986,45.8202,17429
"Mississippi","MS","Marshall",100,9581,59.3582,6444,39.9232,16141
"Mississippi","MS","Bolivar",100,9772,68.537,4346,30.4811,14258
"Mississippi","MS","Warren",100,9899,50.9496,9390,48.3298,19429
"Mississippi","MS","Lowndes",100,12037,48.7841,12399,50.2513,24674
"Mississippi","MS","Lee",100,12043,35.0464,22004,64.034,34363
"Mississippi","MS","Forrest",100,12079,43.4668,15339,55.1981,27789
"Mississippi","MS","Washington",100,12188,71.121,4870,28.418,17137
"Mississippi","MS","Lauderdale",100,12642,41.8429,17322,57.3329,30213
"Mississippi","MS","Rankin",98.1132,14047,23.7088,44527,75.1536,59248
"Mississippi","MS","Jackson",100,15452,31.3492,33262,67.4822,49290
"Mississippi","MS","Madison",100,19133,42.0561,26037,57.2317,45494
"Mississippi","MS","DeSoto",100,20979,32.7664,42399,66.2215,64026
"Mississippi","MS","Harrison",96.9697,21079,36.9476,35307,61.8867,57051
"Mississippi","MS","Hinds",100,70512,72.217,26450,27.0896,97639
"Montana","MT","Wibaux",100,25,4.59559,421,77.3897,544
"Montana","MT","Petroleum",100,49,16.443,240,80.5369,298
"Montana","MT","Garfield",100,66,9.42857,622,88.8571,700
"Montana","MT","Carter",100,96,12.0907,678,85.3904,794
"Montana","MT","Golden Valley",100,110,22.9645,351,73.2777,479
"Montana","MT","Treasure",100,114,25.1656,317,69.9779,453
"Montana","MT","Prairie",100,167,23.8231,518,73.8944,701
"Montana","MT","Powder River",100,170,16.683,833,81.7468,1019
"Montana","MT","McCone",100,221,22.3684,742,75.1012,988
"Montana","MT","Fallon",100,236,16.8692,1123,80.2716,1399
"Montana","MT","Daniels",100,236,23.5764,735,73.4266,1001
"Montana","MT","Liberty",100,257,26.1445,698,71.0071,983
"Montana","MT","Meagher",100,269,27.6749,670,68.93,972
"Montana","MT","Wheatland",100,272,27.5025,690,69.7674,989
"Montana","MT","Judith Basin",100,336,27.7228,852,70.297,1212
"Montana","MT","Phillips",100,471,21.14,1688,75.763,2228
"Montana","MT","Sweet Grass",100,473,22.4703,1584,75.2494,2105
"Montana","MT","Musselshell",100,482,19.9751,1852,76.7509,2413
"Montana","MT","Granite",100,533,31.261,1107,64.9267,1705
"Montana","MT","Toole",100,582,27.6879,1440,68.5062,2102
"Montana","MT","Sheridan",100,661,34.4271,1203,62.6562,1920
"Montana","MT","Mineral",100,698,34.7437,1212,60.3285,2009
"Montana","MT","Broadwater",100,761,25.3245,2150,71.5474,3005
"Montana","MT","Powell",100,884,31.9942,1798,65.0742,2763
"Montana","MT","Chouteau",100,969,34.5578,1751,62.4465,2804
"Montana","MT","Pondera",100,969,35.8358,1666,61.6124,2704
"Montana","MT","Richland",100,992,21.5558,3479,75.5976,4602
"Montana","MT","Teton",100,1073,33.0154,2091,64.3385,3250
"Montana","MT","Stillwater",100,1209,26.5132,3237,70.9868,4560
"Montana","MT","Dawson",100,1219,27.5979,3024,68.4628,4417
"Montana","MT","Madison",100,1285,28.4859,3115,69.0534,4511
"Montana","MT","Beaverhead",100,1347,28.3639,3251,68.4565,4749
"Montana","MT","Valley",100,1386,35.916,2336,60.5338,3859
"Montana","MT","Rosebud",100,1478,40.9418,2035,56.3712,3610
"Montana","MT","Blaine",100,1598,56.4266,1169,41.2782,2832
"Montana","MT","Glacier",62.5,1614,68.2741,692,29.2724,2364
"Montana","MT","Fergus",100,1628,26.9358,4243,70.2019,6044
"Montana","MT","Sanders",100,1716,29.144,3971,67.4423,5888
"Montana","MT","Custer",100,1824,34.1829,3353,62.8373,5336
"Montana","MT","Roosevelt",100,2044,56.4953,1503,41.5423,3618
"Montana","MT","Carbon",100,2126,36.6173,3513,60.5064,5806
"Montana","MT","Jefferson",100,2256,34.7612,4042,62.2804,6490
"Montana","MT","Lincoln",100,2544,28.6809,6046,68.1623,8870
"Montana","MT","Deer Lodge",100,2829,64.1788,1431,32.4637,4408
"Montana","MT","Big Horn",100,2830,62.0478,1655,36.2859,4561
"Montana","MT","Hill",100,3372,49.9038,3133,46.3667,6757
"Montana","MT","Park",100,3728,43.1781,4637,53.7063,8634
"Montana","MT","Ravalli",0,5559,32.213,11241,65.1388,17257
"Montana","MT","Lake",100,5715,43.4403,7084,53.8462,13156
"Montana","MT","Flathead",97.619,10720,30.3562,23634,66.9253,35314
"Montana","MT","Silver Bow",100,10782,64.8854,5374,32.3404,16617
"Montana","MT","Yellowstone",0,14653,38.5585,22389,58.9153,38002
"Montana","MT","Cascade",100,14949,44.0298,18039,53.1309,33952
"Montana","MT","Lewis and Clark",100,15479,46.8606,16673,50.4753,33032
"Montana","MT","Gallatin",0,21438,45.6847,23969,51.0783,46926
"Montana","MT","Missoula",100,34380,57.9041,23285,39.2175,59374
"North Carolina","NC","Tyrrell",100,835,47.0423,929,52.338,1775
"North Carolina","NC","Graham",100,1115,28.5166,2743,70.1535,3910
"North Carolina","NC","Hyde",100,1157,49.067,1183,50.1696,2358
"North Carolina","NC","Camden",100,1456,32.2124,2995,66.2611,4520
"North Carolina","NC","Clay",100,1573,28.1295,3952,70.6724,5592
"North Carolina","NC","Alleghany",100,1574,31.3234,3378,67.2239,5025
"North Carolina","NC","Mitchell",100,1810,23.5892,5778,75.303,7673
"North Carolina","NC","Avery",100,1861,24.3046,5708,74.5462,7657
"North Carolina","NC","Jones",100,2335,44.973,2825,54.4106,5192
"North Carolina","NC","Swain",100,2618,45.8896,2976,52.1648,5705
"North Carolina","NC","Pamlico",100,2632,39.2133,4032,60.0715,6712
"North Carolina","NC","Gates",100,2745,51.6949,2532,47.6836,5310
"North Carolina","NC","Perquimans",100,2747,41.4892,3814,57.6046,6621
"North Carolina","NC","Cherokee",100,3339,26.3017,9201,72.4774,12695
"North Carolina","NC","Chowan",100,3507,47.2387,3872,52.1552,7424
"North Carolina","NC","Currituck",100,3521,31.57,7431,66.6278,11153
"North Carolina","NC","Greene",100,3761,45.8994,4393,53.6124,8194
"North Carolina","NC","Washington",100,3811,59.0304,2615,40.505,6456
"North Carolina","NC","Yadkin",100,3928,23.5817,12500,75.0435,16657
"North Carolina","NC","Yancey",100,3954,42.3159,5249,56.1751,9344
"North Carolina","NC","Polk",100,4000,38.7484,6219,60.2441,10323
"North Carolina","NC","Ashe",100,4100,32.8368,8207,65.7296,12486
"North Carolina","NC","Madison",100,4466,44.5575,5379,53.6666,10023
"North Carolina","NC","Alexander",100,4591,26.9109,12207,71.5533,17060
"North Carolina","NC","Montgomery",100,4689,41.9485,6389,57.1569,11178
"North Carolina","NC","Caswell",100,5183,48.2768,5471,50.9594,10736
"North Carolina","NC","Davie",100,5595,27.6378,14453,71.394,20244
"North Carolina","NC","Macon",100,5692,33.9821,10817,64.5791,16750
"North Carolina","NC","Stokes",100,5969,27.8977,15142,70.7702,21396
"North Carolina","NC","McDowell",100,6006,33.454,11732,65.3484,17953
"North Carolina","NC","Martin",100,6514,51.9416,5963,47.548,12541
"North Carolina","NC","Bertie",100,6537,65.758,3367,33.8698,9941
"North Carolina","NC","Warren",100,6635,67.8634,3111,31.8196,9777
"North Carolina","NC","Transylvania",100,6740,40.9254,9522,57.8177,16469
"North Carolina","NC","Anson",100,6894,62.2652,4125,37.2561,11072
"North Carolina","NC","Northampton",100,7210,67.2637,3474,32.4097,10719
"North Carolina","NC","Dare",100,7258,41.2059,10102,57.3521,17614
"North Carolina","NC","Hertford",100,7815,71.8819,3001,27.603,10872
"North Carolina","NC","Jackson",100,8052,48.6349,8224,49.6738,16556
"North Carolina","NC","Wilkes",100,8089,28.0362,20410,70.7403,28852
"North Carolina","NC","Scotland",100,8131,57.9957,5799,41.3623,14020
"North Carolina","NC","Bladen",100,8277,50.6208,7947,48.6025,16351
"North Carolina","NC","Stanly",100,8287,29.3075,19698,69.6633,28276
"North Carolina","NC","Person",100,8384,44.1077,10467,55.0663,19008
"North Carolina","NC","Duplin",100,8923,43.7939,11330,55.6074,20375
"North Carolina","NC","Surry",100,9005,30.9493,19753,67.8891,29096
"North Carolina","NC","Rutherford",100,9277,32.6966,18797,66.2496,28373
"North Carolina","NC","Beaufort",100,9399,40.0503,13918,59.3063,23468
"North Carolina","NC","Pender",100,9455,39.3368,14368,59.777,24036
"North Carolina","NC","Richmond",100,9747,50.9594,9236,48.2878,19127
"North Carolina","NC","Hoke",100,9915,59.0179,6721,40.006,16800
"North Carolina","NC","Pasquotank",100,9970,57.4872,7216,41.6076,17343
"North Carolina","NC","Carteret",100,10197,29.0314,24598,70.0319,35124
"North Carolina","NC","Lee",100,10577,44.4412,13000,54.6218,23800
"North Carolina","NC","Caldwell",100,10795,31.4375,23069,67.1821,34338
"North Carolina","NC","Columbus",100,10973,45.6885,12863,53.5579,24017
"North Carolina","NC","Lincoln",100,10980,30.0558,25184,68.9368,36532
"North Carolina","NC","Sampson",100,11496,44.2069,14358,55.2125,26005
"North Carolina","NC","Haywood",100,11742,42.4221,15553,56.1906,27679
"North Carolina","NC","Burke",100,13025,37.7558,21056,61.0354,34498
"North Carolina","NC","Vance",100,13286,63.9673,7406,35.6572,20770
"North Carolina","NC","Franklin",100,13317,47.4607,14480,51.6055,28059
"North Carolina","NC","Lenoir",100,13350,48.9962,13763,50.512,27247
